CITY NAME>>,<<CHINESE NAME>>,<<CITY KEY
Iqaluit>>,<<伊基克>>,<<CAN020
Canaport>>,<<卡纳波特>>,<<CAN021
Nuuk>>,<<努克>>,<<GRL003
Sept-Iles>>,<<七岛市>>,<<CAN022
Charlottetown>>,<<夏洛特敦>>,<<CAN023
Fredericton>>,<<弗雷德里克顿>>,<<CAN024
Schefferville>>,<<谢弗维尔>>,<<CAN025
Saint John>>,<<圣约翰>>,<<CAN026
Cherbourg>>,<<瑟堡>>,<<FRA001
Brest>>,<<布雷斯特>>,<<FRA002
Angmagssalik>>,<<安马赫夏利克>>,<<GRL005
St. Peter Port>>,<<圣彼得港>>,<<GGY001
St. Helier>>,<<圣赫利尔被捕>>,<<JEY001
Caen>>,<<卡昂>>,<<FRA003
Rennes>>,<<雷恩>>,<<FRA004
Nantes>>,<<南特>>,<<FRA005
Dundee>>,<<邓迪>>,<<GBR001
Reykjavik>>,<<雷克雅未克>>,<<ISL001
Southampton>>,<<南安普顿>>,<<GBR002
Fawley>>,<<福利>>,<<GBR003
Belfast>>,<<贝尔法斯特>>,<<GBR004
Sheffield>>,<<谢菲尔德>>,<<GBR005
Dublin>>,<<都柏林>>,<<IRL001
Galway>>,<<戈尔韦>>,<<IRL002
Birmingham>>,<<伯明翰>>,<<GBR006
Cork>>,<<科克>>,<<IRL003
London>>,<<伦敦>>,<<GBR007
Teesport>>,<<提兹港>>,<<GBR009
Edinburgh>>,<<爱丁堡>>,<<GBR010
Glasgow>>,<<格拉斯哥>>,<<GBR011
Douglas>>,<<道格拉斯>>,<<IMN001
Leeds>>,<<利兹>>,<<GBR012
Manchester>>,<<曼彻斯特>>,<<GBR013
Cardiff>>,<<加的夫>>,<<GBR014
Liverpool>>,<<利物浦>>,<<GBR015
Ponta Delgada>>,<<蓬塔德尔加达>>,<<PRT001
Oviedo>>,<<奥维耶多>>,<<ESP001
Viana Do Castelo>>,<<维阿纳>>,<<PRT002
Porto>>,<<波尔图>>,<<PRT003
Aveiro>>,<<阿威罗>>,<<PRT004
Leiria>>,<<莱里亚>>,<<PRT005
Praia>>,<<佛得角普拉亚>>,<<CPV001
Santa Cruz de Tenerife>>,<<圣克鲁斯内里费>>,<<ESP003
Las Palmas>>,<<拉斯帕尔马斯>>,<<ESP004
Zaragoza>>,<<萨拉戈萨>>,<<ESP005
Valencia>>,<<瓦伦西亚>>,<<ESP006
Funchal>>,<<丰沙尔>>,<<PRT006
Laayoune>>,<<阿尤恩>>,<<ESH001
Braganca>>,<<布拉干萨>>,<<PRT007
Braga>>,<<布拉加>>,<<PRT008
Vila Real>>,<<雷阿尔城>>,<<PRT009
Viseu>>,<<维塞乌>>,<<PRT010
Coimbra>>,<<葡国科英布拉>>,<<PRT012
Castelo Branco>>,<<布朗库堡>>,<<PRT013
Rabat>>,<<拉巴特>>,<<MAR001
Santarem>>,<<圣塔伦>>,<<PRT015
Merida>>,<<梅里达>>,<<ESP007
Lisbon>>,<<里斯本>>,<<PRT016
Evora>>,<<埃武拉>>,<<PRT017
Setubal>>,<<塞图巴尔>>,<<PRT018
Beja>>,<<贝贾>>,<<PRT019
Seville>>,<<塞维利亚>>,<<ESP008
Faro>>,<<法鲁>>,<<PRT020
Bordeaux>>,<<波尔多>>,<<FRA006
Santander>>,<<桑坦德>>,<<ESP009
Pamplona>>,<<潘普洛纳>>,<<ESP010
Logrono>>,<<洛格罗尼奥>>,<<ESP011
Valladolid>>,<<巴拉多利德>>,<<ESP012
Madrid>>,<<马德里>>,<<ESP013
Toledo>>,<<托莱多>>,<<ESP014
Bilbao>>,<<毕尔巴鄂>>,<<ESP015
Vitoria>>,<<维多利亚>>,<<ESP016
Melilla>>,<<梅利利亚>>,<<ESP017
Murcia>>,<<穆尔西亚>>,<<ESP018
Gibraltar>>,<<直布罗陀>>,<<GIB001
Fes>>,<<非斯>>,<<MAR002
Meknes>>,<<梅克内斯>>,<<MAR003
Ceuta>>,<<休达>>,<<ESP019
Oran>>,<<奥兰>>,<<DZA001
Sidi-Bel-Abbes>>,<<西迪-贝勒-阿贝斯>>,<<DZA002
Tlemcen>>,<<特莱姆森>>,<<DZA003
Oujda>>,<<乌季达搭救>>,<<MAR004
Casablanca>>,<<卡萨布兰卡>>,<<MAR005
Marrakech>>,<<马拉喀什>>,<<MAR006
Bechar>>,<<贝沙尔>>,<<DZA004
Agadir>>,<<阿加迪尔>>,<<MAR007
Adrar>>,<<阿德拉尔>>,<<DZA005
Tindouf>>,<<廷杜夫>>,<<DZA006
Kayes>>,<<卡伊>>,<<MLI001
Boke>>,<<博凯>>,<<GIN001
Robertsport>>,<<罗伯茨>>,<<LBR001
Telimele>>,<<泰利梅莱>>,<<GIN002
Fria>>,<<弗里亚>>,<<GIN003
Boffa>>,<<博法>>,<<GIN004
Kindia>>,<<金地亚>>,<<GIN005
Conakry>>,<<科纳克里>>,<<GIN006
Forecariah>>,<<福雷卡里亚>>,<<GIN007
Makeni>>,<<马可尼就>>,<<SLE002
Freetown>>,<<弗里敦>>,<<SLE003
Pita>>,<<琵塔>>,<<GIN008
Dalaba>>,<<达拉巴>>,<<GIN009
Mamou>>,<<马木>>,<<GIN010
Nouadhibou>>,<<努瓦迪布>>,<<MRT005
Atar>>,<<阿塔尔>>,<<MRT006
Akjoujt>>,<<阿克柔特>>,<<MRT007
Aleg>>,<<阿列格>>,<<MRT009
Thies>>,<<蒂斯>>,<<SEN001
Dakar>>,<<达喀尔>>,<<SEN002
Nouakchott>>,<<努瓦克肖特>>,<<MRT010
Louga>>,<<卢加>>,<<SEN003
Rosso>>,<<罗索>>,<<MRT011
Saint Louis>>,<<圣路易>>,<<SEN004
Diourbel>>,<<迪乌贝尔>>,<<SEN005
Fatick>>,<<法蒂克>>,<<SEN006
Kaolack>>,<<考拉克>>,<<SEN007
Kerewan>>,<<凯雷万>>,<<GMB001
Banjul>>,<<班珠尔>>,<<GMB002
Bathurst>>,<<巴瑟斯特>>,<<GMB003
Mansa Konko>>,<<曼萨孔科>>,<<GMB004
Brikama>>,<<布里卡马>>,<<GMB005
Ziguinchor>>,<<济金绍尔>>,<<SEN008
Cacheu>>,<<卡谢乌>>,<<GNB002
Bolama>>,<<博拉马区>>,<<GNB003
Bissau>>,<<比绍>>,<<GNB004
Georgetown>>,<<乔治城>>,<<GMB006
Basse Santa Su>>,<<巴斯圣苏>>,<<GMB007
Kolda>>,<<科尔达>>,<<SEN009
Gabu>>,<<加布>>,<<GNB006
Bafata>>,<<巴法塔>>,<<GNB007
Tambacounda>>,<<坦巴昆达>>,<<SEN010
Koundara>>,<<孔达拉>>,<<GIN011
Mali>>,<<马里>>,<<GIN012
Gaoual>>,<<加瓦尔>>,<<GIN013
Labe>>,<<拉贝河>>,<<GIN015
Segou>>,<<塞古>>,<<MLI002
Bamako>>,<<巴马科>>,<<MLI003
Siguiri>>,<<锡吉里>>,<<GIN016
Sikasso>>,<<锡卡索>>,<<MLI004
Dinguiraye>>,<<丁吉拉伊>>,<<GIN017
Timbuktu>>,<<廷巴克图>>,<<MLI005
Gao>>,<<加奥>>,<<MLI006
Mopti>>,<<莫普提>>,<<MLI007
Djibo>>,<<吉博>>,<<BFA002
Tougan>>,<<图冈>>,<<BFA003
Nouna>>,<<努纳>>,<<BFA004
Ouahigouya>>,<<瓦希古亚>>,<<BFA006
Yako>>,<<亚哥>>,<<BFA007
Ouagadougou>>,<<瓦加杜古>>,<<BFA009
Koudougou>>,<<库杜古>>,<<BFA011
Kombissiri>>,<<孔比西里>>,<<BFA012
Dori>>,<<多丽>>,<<BFA013
Boulsa>>,<<布尔萨>>,<<BFA016
Zorgo>>,<<佐尔戈>>,<<BFA017
Tenkodogo>>,<<滕科多戈>>,<<BFA019
Rivercess>>,<<里弗塞斯>>,<<LBR002
Greenville>>,<<格林维尔>>,<<LBR003
Sassandra>>,<<萨桑德拉>>,<<CIV001
Barclayville>>,<<巴克利维尔>>,<<LBR004
San Pedro>>,<<圣佩德罗>>,<<CIV002
Tabou>>,<<塔布>>,<<CIV003
Harper>>,<<哈珀>>,<<LBR005
Boundiali>>,<<贾利>>,<<CIV005
Odienne>>,<<奥迭内>>,<<CIV006
Korhogo>>,<<霍戈>>,<<CIV007
Voinjama>>,<<沃茵加马>>,<<LBR006
Kenema>>,<<凯内马>>,<<SLE004
Nzerekore>>,<<恩泽雷科雷>>,<<GIN018
Yomou>>,<<约穆>>,<<GIN019
Sanniquellie>>,<<桑尼凯利>>,<<LBR007
Gbarnga>>,<<邦加>>,<<LBR008
Kakata>>,<<卡卡塔>>,<<LBR009
Bentol>>,<<本托尔>>,<<LBR010
Buchanan>>,<<布坎南>>,<<LBR011
Monrovia>>,<<蒙罗维亚>>,<<LBR012
Dabola>>,<<达博拉>>,<<GIN020
Kouroussa>>,<<库鲁萨>>,<<GIN021
Kankan>>,<<康康>>,<<GIN022
Faranah>>,<<法拉纳>>,<<GIN023
Kerouane>>,<<凯鲁阿>>,<<GIN024
Kissidougou>>,<<基西杜古>>,<<GIN025
Beyla>>,<<贝依拉>>,<<GIN026
Gueckedou>>,<<盖凯杜>>,<<GIN027
Macenta>>,<<马森塔>>,<<GIN028
Touba>>,<<图巴>>,<<CIV008
Biankouma>>,<<比安库马>>,<<CIV009
Bangolo>>,<<邦戈洛>>,<<CIV012
Duekoue>>,<<迪埃奎市>>,<<CIV013
Guiglo>>,<<吉格洛>>,<<CIV014
Zwedru>>,<<绥德鲁>>,<<LBR013
Mankono>>,<<芒科诺>>,<<CIV015
Seguela>>,<<塞格拉>>,<<CIV016
Vavoua>>,<<瓦武阿>>,<<CIV018
Bouafle>>,<<布瓦夫莱>>,<<CIV019
Daloa>>,<<达洛亚>>,<<CIV020
Sinfra>>,<<辛弗拉城>>,<<CIV021
Issia>>,<<伊西亚>>,<<CIV022
Gagnoa>>,<<加尼奥阿>>,<<CIV023
Lakota>>,<<拉科塔>>,<<CIV024
Soubre>>,<<苏布雷>>,<<CIV025
Bobo Dioulasso>>,<<博博迪乌拉索>>,<<BFA021
Orodara>>,<<奥罗达拉>>,<<BFA022
Diebougou>>,<<杰布古>>,<<BFA023
Banfora>>,<<邦福拉>>,<<BFA024
Gaoua>>,<<加瓦>>,<<BFA025
Ferkessedougou>>,<<费尔凯塞杜古>>,<<CIV026
Bouna>>,<<邦纳>>,<<CIV027
Tanda>>,<<坦达>>,<<CIV028
Yamoussoukro>>,<<亚穆苏克罗>>,<<CIV030
Dimbokro>>,<<丁博克罗>>,<<CIV031
Katiola>>,<<卡蒂奥拉>>,<<CIV037
Bouake>>,<<布瓦凯>>,<<CIV038
Beoumi>>,<<和贝乌米>>,<<CIV039
Daoukro>>,<<达乌克罗>>,<<CIV042
Abengourou>>,<<阿本古鲁>>,<<CIV043
Adzope>>,<<阿索贝>>,<<CIV045
Agboville>>,<<阿博维尔>>,<<CIV046
Po>>,<<波河>>,<<BFA026
Leo>>,<<利奥>>,<<BFA027
Bolgatanga>>,<<博尔加坦加>>,<<GHA001
Tamale>>,<<塔马利>>,<<GHA003
Bondoukou>>,<<邦杜库>>,<<CIV047
Sunyani>>,<<苏尼亚尼>>,<<GHA004
Kumasi>>,<<库马西>>,<<GHA005
Koforidua>>,<<科福里杜亚>>,<<GHA006
Accra>>,<<阿克拉>>,<<GHA007
Aboisso>>,<<阿波伊索>>,<<CIV048
Abidjan>>,<<阿比让>>,<<CIV049
Grand Lahou>>,<<格兰拉乌>>,<<CIV050
Cape Coast>>,<<海岸角>>,<<GHA008
Sekondi>>,<<塞康第>>,<<GHA009
Biltine>>,<<比尔廷>>,<<TCD001
Abeche>>,<<阿贝歇>>,<<TCD002
Zinder>>,<<津德尔>>,<<NER001
Maradi>>,<<马拉迪>>,<<NER002
Ati>>,<<阿提>>,<<TCD003
Katsina>>,<<卡齐纳>>,<<NGA001
Mongo>>,<<蒙戈>>,<<TCD004
Kano>>,<<卡诺>>,<<NGA002
Dutse>>,<<杜泽>>,<<NGA003
Umuahia>>,<<乌穆阿希亚>>,<<NGA004
Uyo>>,<<乌约>>,<<NGA006
Calabar>>,<<卡拉巴尔>>,<<NGA007
Port Harcourt>>,<<哈科特港>>,<<NGA008
Dudinka>>,<<杜金卡>>,<<RUS002
Annaba>>,<<阿纳巴>>,<<DZA007
Skikda>>,<<斯基克达>>,<<DZA008
Jijel>>,<<吉杰尔>>,<<DZA009
Bafoussam>>,<<巴富萨姆>>,<<CMR001
Buea>>,<<布埃亚>>,<<CMR002
Douala>>,<<杜阿拉>>,<<CMR003
Malabo>>,<<马拉博>>,<<GNQ001
Luba>>,<<班图语>>,<<GNQ002
Ebolowa>>,<<埃博洛瓦>>,<<CMR004
Bauchi>>,<<包奇>>,<<NGA009
Jos>>,<<乔斯>>,<<NGA010
Makurdi>>,<<马库尔迪>>,<<NGA011
Bamenda>>,<<巴门达>>,<<CMR005
Bata>>,<<巴塔>>,<<GNQ003
Evinayong>>,<<埃维纳永>>,<<GNQ004
Libreville>>,<<利伯维尔>>,<<GAB001
Natitingou>>,<<纳蒂廷古>>,<<BEN001
Parakou>>,<<帕拉库>>,<<BEN002
Bassar>>,<<巴萨尔>>,<<TGO001
Sotouboua>>,<<索图布阿>>,<<TGO002
Oshogbo>>,<<奥绍博>>,<<NGA012
Ibadan>>,<<伊巴丹>>,<<NGA013
Akure>>,<<阿库雷>>,<<NGA014
Abeokuta>>,<<阿贝奥库塔>>,<<NGA015
Lagos>>,<<拉各斯>>,<<NGA016
Ilorin>>,<<伊洛林>>,<<NGA017
Abomey>>,<<阿波美>>,<<BEN003
Kpalime>>,<<帕利梅>>,<<TGO003
Lokossa>>,<<洛科萨>>,<<BEN004
Porto Novo>>,<<波多诺伏>>,<<BEN005
Cotonou>>,<<科托努>>,<<BEN006
Lome>>,<<洛美>>,<<TGO004
Kaduna>>,<<卡杜纳>>,<<NGA018
Minna>>,<<明娜>>,<<NGA019
Abuja>>,<<阿布贾>>,<<NGA020
Enugu>>,<<埃努古>>,<<NGA022
Benin City>>,<<贝宁城>>,<<NGA023
Awka>>,<<奥卡>>,<<NGA025
Agadez>>,<<阿加德兹市>>,<<NER003
Tahoua>>,<<塔瓦>>,<<NER004
Niamey>>,<<尼亚美>>,<<NER005
Sokoto>>,<<索科>>,<<NGA026
Dosso>>,<<尼日尔>>,<<NER006
Birnin Kebbi>>,<<比尔宁凯比>>,<<NGA027
Diapaga>>,<<贾帕加>>,<<BFA028
Faya>>,<<贝尔-法亚>>,<<TCD005
Bol>>,<<波尔>>,<<TCD007
Ndjamena>>,<<恩贾梅纳>>,<<TCD008
Maiduguri>>,<<迈杜古里>>,<<NGA028
Damaturu>>,<<达马图鲁>>,<<NGA029
Bozoum>>,<<博祖姆>>,<<CAF001
Bouar>>,<<布阿尔>>,<<CAF002
Bangui>>,<<班吉>>,<<CAF003
Mobaye>>,<<莫巴伊>>,<<CAF004
Bertoua>>,<<贝尔图阿>>,<<CMR006
Berberati>>,<<贝贝拉蒂>>,<<CAF006
Yaounde>>,<<雅温得>>,<<CMR007
Nola>>,<<诺拉>>,<<CAF007
Ebebiyin>>,<<埃贝比因>>,<<GNQ005
Mongomo>>,<<蒙戈莫>>,<<GNQ006
Oyem>>,<<奥耶姆>>,<<GAB002
Makokou>>,<<马科库>>,<<GAB003
Maroua>>,<<马鲁阿>>,<<CMR008
Bongor>>,<<邦戈尔>>,<<TCD009
Garoua>>,<<加鲁阿>>,<<CMR009
Yola>>,<<约拉>>,<<NGA030
Jalingo>>,<<贾林戈>>,<<NGA031
Doba>>,<<多巴>>,<<TCD011
Moundou>>,<<蒙杜>>,<<TCD012
Ngaoundere>>,<<恩冈代雷>>,<<CMR010
Am Timan>>,<<安提曼>>,<<TCD013
Sarh>>,<<萨尔赫>>,<<TCD014
Ndele>>,<<恩代莱>>,<<CAF008
Kaga Bandoro>>,<<卡加班多罗>>,<<CAF009
Bria>>,<<布里亚>>,<<CAF010
Bossangoa>>,<<博桑戈阿>>,<<CAF011
Sibut>>,<<锡布>>,<<CAF012
Bambari>>,<<班巴里>>,<<CAF013
Kebili>>,<<吉比利>>,<<TUN001
Tataouine>>,<<泰塔>>,<<TUN003
Ghadamis>>,<<古达米斯>>,<<LBY001
In Salah>>,<<在沙拉>>,<<DZA011
Tamanrasset>>,<<塔曼拉塞特>>,<<DZA012
Blida>>,<<卜利达>>,<<DZA013
Bouira>>,<<布维拉>>,<<DZA014
Setif>>,<<塞提夫>>,<<DZA015
M'sila>>,<<姆西拉>>,<<DZA017
Djelfa>>,<<杰勒法>>,<<DZA018
Laghouat>>,<<拉格瓦特>>,<<DZA019
Tizi-Ouzou>>,<<提济乌祖省>>,<<DZA020
Algiers>>,<<阿尔及尔>>,<<DZA021
Bejaia>>,<<贝贾亚>>,<<DZA022
Medea>>,<<美狄亚>>,<<DZA023
Mostaganem>>,<<莫斯塔加纳姆>>,<<DZA024
Tiaret>>,<<提亚雷特>>,<<DZA026
Saida>>,<<赛达>>,<<DZA027
Montpellier>>,<<蒙彼利埃>>,<<FRA007
Toulouse>>,<<图卢兹>>,<<FRA008
Marseille>>,<<马赛>>,<<FRA009
Andorra La Valla>>,<<安道尔瓦拉>>,<<AND001
Barcelona>>,<<巴塞罗那>>,<<ESP020
Palma De Mallorca>>,<<马略卡岛>>,<<ESP021
Genoa>>,<<热那亚>>,<<ITA001
Florence>>,<<佛罗伦萨>>,<<ITA002
Monaco>>,<<摩纳哥>>,<<MCO001
Ajaccio>>,<<阿雅克>>,<<FRA010
Constantine>>,<<康斯坦丁>>,<<DZA029
Batna>>,<<巴特纳>>,<<DZA031
Biskra>>,<<比斯克拉>>,<<DZA033
Cagliari>>,<<卡利亚里>>,<<ITA003
Bizerte>>,<<比塞大>>,<<TUN005
Tunis>>,<<突尼斯>>,<<TUN007
Beja>>,<<贝贾>>,<<TUN008
Jendouba>>,<<坚杜拜>>,<<TUN009
Le Kef>>,<<勒凯夫>>,<<TUN010
Siliana>>,<<锡勒亚奈>>,<<TUN011
Kasserine>>,<<卡塞林>>,<<TUN012
Sfax>>,<<斯法克斯>>,<<TUN014
Gafsa>>,<<加夫萨矿区>>,<<TUN015
Nabeul>>,<<纳布勒>>,<<TUN017
Zaghouan>>,<<宰格万>>,<<TUN018
Sousse>>,<<苏塞>>,<<TUN019
Kairouan>>,<<凯鲁万>>,<<TUN021
Mahdia>>,<<马赫迪耶>>,<<TUN022
Bari>>,<<巴里>>,<<ITA004
Campobasso>>,<<坎波巴索>>,<<ITA005
Naples>>,<<那不勒斯>>,<<ITA006
Potenza>>,<<-普腾扎是>>,<<ITA007
Palermo>>,<<巴勒莫>>,<<ITA009
Valletta>>,<<瓦莱塔>>,<<MLT001
Bologna>>,<<博洛尼亚>>,<<ITA010
San Marino>>,<<圣马力诺>>,<<SMR001
Ancona>>,<<安科纳>>,<<ITA011
Perugia>>,<<佩鲁贾>>,<<ITA012
Aquila>>,<<拉奎拉>>,<<ITA013
Rome>>,<<罗马>>,<<ITA014
Bajram Curri>>,<<巴伊拉姆楚里>>,<<ALB001
Shkoder>>,<<斯库台>>,<<ALB002
Durres>>,<<都拉斯>>,<<ALB004
Fier>>,<<菲尔>>,<<ALB005
Vlore>>,<<发罗拉>>,<<ALB006
Belgrade>>,<<贝尔格莱德>>,<<SRB001
Podgorica>>,<<波德戈里察>>,<<MNE001
Skopje>>,<<斯科普里>>,<<MKD001
Pogradec>>,<<波格拉德茨>>,<<ALB008
Korce>>,<<科尔察>>,<<ALB009
Ioannina>>,<<约阿尼纳>>,<<GRC001
Larisa>>,<<拉里萨>>,<<GRC002
Lushnje>>,<<卢什涅>>,<<ALB010
Gramsh>>,<<格拉姆什>>,<<ALB011
Berat>>,<<培拉特>>,<<ALB012
Corovode>>,<<乔罗沃达>>,<<ALB013
Tepelene>>,<<台佩莱纳>>,<<ALB014
Permet>>,<<佩尔梅特>>,<<ALB015
Gjirokaster>>,<<吉诺卡斯特>>,<<ALB016
Sarande>>,<<沙兰德>>,<<ALB017
Peshkopi>>,<<佩什科比>>,<<ALB018
Kukes>>,<<库克斯>>,<<ALB019
Puke>>,<<普科>>,<<ALB020
Kruje>>,<<克鲁亚>>,<<ALB023
Tirana>>,<<地拉那>>,<<ALB024
Librazhd>>,<<利布拉什德>>,<<ALB025
Elbasan>>,<<爱尔巴桑>>,<<ALB026
Lamia>>,<<拉米亚>>,<<GRC004
Patras>>,<<佩特雷>>,<<GRC005
Tripoli>>,<<的黎波里>>,<<GRC006
Tripoli>>,<<的黎波里>>,<<LBY002
Az Zawiyah>>,<<阿扎>>,<<LBY003
Al Khums>>,<<阿尔胡斯>>,<<LBY004
Misratah>>,<<米苏拉塔>>,<<LBY005
Gharyan>>,<<盖尔扬>>,<<LBY006
Benghazi>>,<<班加西>>,<<LBY007
Ajdabiya>>,<<艾季达比耶>>,<<LBY008
Sabha>>,<<塞卜哈>>,<<LBY009
Murzuq>>,<<穆尔祖格>>,<<LBY010
Zonguldak>>,<<宗古尔达克>>,<<TUR001
Bolu>>,<<博卢>>,<<TUR002
Cankiri>>,<<昌克勒>>,<<TUR003
Ankara>>,<<安卡拉>>,<<TUR004
Kyrenia>>,<<凯里尼亚>>,<<CYP001
Nicosia>>,<<尼科西亚>>,<<CYP002
Larnaka>>,<<拉纳卡>>,<<CYP003
Paphos>>,<<帕福斯>>,<<CYP004
Lemesos>>,<<莱梅索斯>>,<<CYP005
Darnah>>,<<德尔纳>>,<<LBY011
Marsa Matruh>>,<<马特鲁>>,<<EGY001
El Minya>>,<<萨尔瓦多明亚>>,<<EGY002
Asyut>>,<<艾斯尤特>>,<<EGY003
Sohag>>,<<索哈杰>>,<<EGY004
Qena>>,<<基纳>>,<<EGY005
El-Kharga>>,<<埃尔-哈里杰>>,<<EGY006
Aswan>>,<<阿斯旺>>,<<EGY007
Dumyat>>,<<杜姆亚特>>,<<EGY008
Port Said>>,<<塞得港>>,<<EGY009
Alexandria>>,<<亚历山大>>,<<EGY010
Kafr el Sheikh>>,<<卡夫拉谢赫>>,<<EGY011
El Mansura>>,<<曼索拉>>,<<EGY012
Damanhur>>,<<达曼胡尔>>,<<EGY013
Abu Zenima>>,<<阿布宰尼迈>>,<<EGY016
El Tur>>,<<萨尔瓦多图尔>>,<<EGY017
Tanta>>,<<坦塔>>,<<EGY018
Ismailia>>,<<伊斯梅利亚>>,<<EGY019
Benha>>,<<本哈>>,<<EGY021
Cairo>>,<<开罗>>,<<EGY022
Giza>>,<<吉萨>>,<<EGY023
Suez>>,<<苏伊士>>,<<EGY024
Beni Suef>>,<<贝尼苏韦夫>>,<<EGY025
Piraeus>>,<<比雷埃夫斯>>,<<GRC007
Manisa>>,<<马尼萨>>,<<TUR005
Izmir>>,<<伊兹密尔>>,<<TUR006
Chios>>,<<希俄斯>>,<<GRC008
Aydin>>,<<艾登>>,<<TUR007
Iraklion>>,<<伊拉克利翁>>,<<GRC009
Athens>>,<<雅典>>,<<GRC010
Kurdzhali>>,<<克尔贾利>>,<<BGR001
Kirklareli>>,<<克尔克拉雷>>,<<TUR008
Edirne>>,<<埃迪尔内>>,<<TUR009
Tekirdag>>,<<泰基尔达>>,<<TUR010
Thessaloniki>>,<<塞萨洛尼基>>,<<GRC012
Polygyros>>,<<波利伊罗斯>>,<<GRC013
Canakkale>>,<<恰纳卡莱>>,<<TUR011
Balikesir>>,<<巴勒克埃西尔>>,<<TUR012
Pitesti>>,<<皮特什蒂>>,<<ROU001
Slatina>>,<<斯拉蒂纳>>,<<ROU003
Craiova>>,<<克拉约瓦>>,<<ROU004
Alexandria>>,<<亚历山大>>,<<ROU005
Montana>>,<<蒙大拿>>,<<BGR002
Lovec>>,<<洛维奇>>,<<BGR003
Sofia>>,<<索菲亚>>,<<BGR004
Targoviste>>,<<特尔戈维什特>>,<<ROU006
Ploiesti>>,<<普洛耶什蒂>>,<<ROU007
Slobozia>>,<<斯洛博齐亚>>,<<ROU008
Bucharest>>,<<布加勒斯特>>,<<ROU009
Calarasi>>,<<克勒拉希>>,<<ROU010
Giurgiu>>,<<朱尔朱>>,<<ROU011
Razgrad>>,<<拉兹格勒>>,<<BGR005
Varna>>,<<瓦尔纳>>,<<BGR006
Burgas>>,<<布尔加斯>>,<<BGR007
Constanta>>,<<康斯坦察>>,<<ROU012
Istanbul>>,<<伊斯坦布尔>>,<<TUR013
Kocaeli>>,<<科喀艾里>>,<<TUR014
Sakarya>>,<<萨卡里亚>>,<<TUR015
Bursa>>,<<布尔萨>>,<<TUR016
Bilecik>>,<<比莱吉克>>,<<TUR017
Eskisehir>>,<<埃斯基谢希尔>>,<<TUR018
Kutahya>>,<<屈塔希亚>>,<<TUR019
Afyon>>,<<阿菲永>>,<<TUR020
Usak>>,<<乌沙克>>,<<TUR021
Konya>>,<<科尼亚>>,<<TUR022
Denizli>>,<<代尼兹利>>,<<TUR023
Isparta>>,<<伊斯帕尔塔>>,<<TUR024
Burdur>>,<<布尔杜尔>>,<<TUR025
Mugla>>,<<穆拉>>,<<TUR026
Antalya>>,<<安塔利亚>>,<<TUR027
Sokhumi>>,<<苏呼米>>,<<GEO001
Elazig>>,<<埃拉泽>>,<<TUR028
Malatya>>,<<马拉蒂亚>>,<<TUR029
Adiyaman>>,<<阿德亚曼>>,<<TUR030
Kahramanmaras>>,<<卡赫拉曼马>>,<<TUR031
Aintab>>,<<艾因塔布>>,<<TUR033
Cherkessk>>,<<切尔克斯克>>,<<RUS004
Kirsehir>>,<<克尔谢希尔>>,<<TUR034
Kayseri>>,<<开塞里>>,<<TUR035
Nevsehir>>,<<内夫谢希尔>>,<<TUR036
Nigde>>,<<尼代>>,<<TUR037
Seyhan>>,<<塞伊汉>>,<<TUR038
Mersin>>,<<梅尔辛>>,<<TUR039
Antioch>>,<<安提阿>>,<<TUR040
Tartus>>,<<塔尔图斯>>,<<SYR002
Tripoli>>,<<的黎波里>>,<<LBN001
Beirut>>,<<贝鲁特>>,<<LBN002
Aleppo>>,<<阿勒颇>>,<<SYR003
Idlib>>,<<伊德利卜>>,<<SYR005
Hamah>>,<<哈马>>,<<SYR006
Sinop>>,<<锡诺普>>,<<TUR041
Samsun>>,<<萨姆松>>,<<TUR043
Yozgat>>,<<约兹加特>>,<<TUR046
Simferopol'>>,<<辛菲罗波尔的>>,<<UKR001
Trabzon>>,<<特拉布宗>>,<<TUR053
Erzurum>>,<<埃尔祖鲁姆>>,<<TUR055
Vladikavkaz>>,<<弗拉季卡夫卡兹>>,<<RUS006
Kars>>,<<卡尔斯>>,<<TUR057
Yerevan>>,<<埃里温>>,<<ARM001
Agri>>,<<阿勒>>,<<TUR058
Bitlis>>,<<比特里斯>>,<<TUR062
Siirt>>,<<锡尔特>>,<<TUR063
Diyarbakir>>,<<迪亚巴克尔>>,<<TUR064
Mardin>>,<<马尔丁>>,<<TUR065
Hakkari>>,<<哈克卡里>>,<<TUR067
Dahuk>>,<<杜胡克>>,<<IRQ001
Arbil>>,<<埃尔比勒>>,<<IRQ003
Kirkuk>>,<<基尔库克>>,<<IRQ004
Samarra>>,<<萨马拉>>,<<IRQ005
Medina>>,<<麦地那>>,<<SAU005
Haifa>>,<<海法>>,<<ISR001
Beersheba>>,<<贝尔谢巴>>,<<ISR003
Sidon>>,<<西顿>>,<<LBN005
Nazareth>>,<<拿撒勒>>,<<ISR005
Damascus>>,<<大马士革>>,<<SYR011
Irbid>>,<<伊尔比德>>,<<JOR003
Amman>>,<<安曼>>,<<JOR007
Jerusalem>>,<<耶路撒冷>>,<<ISR006
Baghdad>>,<<巴格达>>,<<IRQ008
Karbala'>>,<<卡尔巴拉的>>,<<IRQ009
Gulu>>,<<古卢>>,<<UGA002
Fort Portal>>,<<门户堡>>,<<UGA003
Jinja>>,<<金贾>>,<<UGA005
