CITY NAME>>,<<CHINESE NAME>>,<<CITY GMI
Litchfield>>,<<Litchfield>>,<<USA-CNN005
Middlesex>>,<<Middlesex>>,<<USA-CNN007
New Haven>>,<<New Haven>>,<<USA-CNN009
Haralson>>,<<Haralson>>,<<USA-GEO143
Montague>>,<<Montague>>,<<USA-TEX337
Harris>>,<<Harris>>,<<USA-GEO145
Mitchell>>,<<Mitchell>>,<<USA-TEX335
Hancock>>,<<Hancock>>,<<USA-GEO141
Montgomery>>,<<Montgomery>>,<<USA-TEX339
Hart>>,<<Hart>>,<<USA-GEO147
Mills>>,<<Mills>>,<<USA-TEX333
Heard>>,<<Heard>>,<<USA-GEO149
Milam>>,<<Milam>>,<<USA-TEX331
Nacogdoches>>,<<Nacogdoches>>,<<USA-TEX347
Irwin>>,<<Irwin>>,<<USA-GEO155
Acadia>>,<<Acadia>>,<<USA-LOU001
Navarro>>,<<Navarro>>,<<USA-TEX349
Houston>>,<<Houston>>,<<USA-GEO153
Allen>>,<<Allen>>,<<USA-LOU003
Ascension>>,<<Ascension>>,<<USA-LOU005
Henry>>,<<Henry>>,<<USA-GEO151
Assumption>>,<<Assumption>>,<<USA-LOU007
Moore>>,<<Moore>>,<<USA-TEX341
Morris>>,<<Morris>>,<<USA-TEX343
Jasper>>,<<Jasper>>,<<USA-GEO159
Motley>>,<<Motley>>,<<USA-TEX345
Jackson>>,<<Jackson>>,<<USA-GEO157
Avoyelles>>,<<Avoyelles>>,<<USA-LOU009
Jeff Davis>>,<<Jeff Davis>>,<<USA-GEO161
Mason>>,<<Mason>>,<<USA-TEX319
Jefferson>>,<<Jefferson>>,<<USA-GEO163
Martin>>,<<Martin>>,<<USA-TEX317
Jenkins>>,<<Jenkins>>,<<USA-GEO165
Marion>>,<<Marion>>,<<USA-TEX315
Johnson>>,<<Johnson>>,<<USA-GEO167
Madison>>,<<Madison>>,<<USA-TEX313
Jones>>,<<Jones>>,<<USA-GEO169
McMullen>>,<<McMullen>>,<<USA-TEX311
Midland>>,<<Midland>>,<<USA-TEX329
Lanier>>,<<Lanier>>,<<USA-GEO173
Lamar>>,<<Lamar>>,<<USA-GEO171
Medina>>,<<Medina>>,<<USA-TEX325
Lee>>,<<Lee>>,<<USA-GEO177
Menard>>,<<Menard>>,<<USA-TEX327
Laurens>>,<<Laurens>>,<<USA-GEO175
Matagorda>>,<<Matagorda>>,<<USA-TEX321
Maverick>>,<<Maverick>>,<<USA-TEX323
Liberty>>,<<Liberty>>,<<USA-GEO179
Lincoln>>,<<Lincoln>>,<<USA-GEO181
Montgomery>>,<<Montgomery>>,<<USA-ARK097
Nevada>>,<<Nevada>>,<<USA-ARK099
Miller>>,<<Miller>>,<<USA-ARK091
Monroe>>,<<Monroe>>,<<USA-ARK095
Mississippi>>,<<Mississippi>>,<<USA-ARK093
Marion>>,<<Marion>>,<<USA-ARK089
Madison>>,<<Madison>>,<<USA-ARK087
Loving>>,<<Loving>>,<<USA-TEX301
Lynn>>,<<Lynn>>,<<USA-TEX305
Lubbock>>,<<Lubbock>>,<<USA-TEX303
McLennan>>,<<McLennan>>,<<USA-TEX309
McCulloch>>,<<McCulloch>>,<<USA-TEX307
St. Landry>>,<<St. Landry>>,<<USA-LOU097
St. Martin>>,<<St. Martin>>,<<USA-LOU099
St. James>>,<<St. James>>,<<USA-LOU093
St. John the Baptist>>,<<St. John the Baptist>>,<<USA-LOU095
Howard>>,<<Howard>>,<<USA-ARK061
Independence>>,<<Independence>>,<<USA-ARK063
Rapides>>,<<Rapides>>,<<USA-LOU079
Tuolumne>>,<<Tuolumne>>,<<USA-CAL109
Tulare>>,<<Tulare>>,<<USA-CAL107
Orleans>>,<<Orleans>>,<<USA-LOU071
Sutter>>,<<Sutter>>,<<USA-CAL101
Grant>>,<<Grant>>,<<USA-ARK053
Ouachita>>,<<Ouachita>>,<<USA-LOU073
Greene>>,<<Greene>>,<<USA-ARK055
Plaquemines>>,<<Plaquemines>>,<<USA-LOU075
Hempstead>>,<<Hempstead>>,<<USA-ARK057
Trinity>>,<<Trinity>>,<<USA-CAL105
Pointe Coupee>>,<<Pointe Coupee>>,<<USA-LOU077
Tehama>>,<<Tehama>>,<<USA-CAL103
Hot Spring>>,<<Hot Spring>>,<<USA-ARK059
Garland>>,<<Garland>>,<<USA-ARK051
St. Helena>>,<<St. Helena>>,<<USA-LOU091
St. Charles>>,<<St. Charles>>,<<USA-LOU089
Faulkner>>,<<Faulkner>>,<<USA-ARK045
Richland>>,<<Richland>>,<<USA-LOU083
Drew>>,<<Drew>>,<<USA-ARK043
Red River>>,<<Red River>>,<<USA-LOU081
Fulton>>,<<Fulton>>,<<USA-ARK049
St. Bernard>>,<<St. Bernard>>,<<USA-LOU087
Franklin>>,<<Franklin>>,<<USA-ARK047
Sabine>>,<<Sabine>>,<<USA-LOU085
Logan>>,<<Logan>>,<<USA-ARK083
Lonoke>>,<<Lonoke>>,<<USA-ARK085
Little River>>,<<Little River>>,<<USA-ARK081
Lafourche>>,<<Lafourche>>,<<USA-LOU057
LaSalle>>,<<LaSalle>>,<<USA-LOU059
Jefferson Davis>>,<<Jefferson Davis>>,<<USA-LOU053
Lincoln>>,<<Lincoln>>,<<USA-ARK079
Lafayette>>,<<Lafayette>>,<<USA-LOU055
Lawrence>>,<<Lawrence>>,<<USA-ARK075
Jefferson>>,<<Jefferson>>,<<USA-LOU051
Lee>>,<<Lee>>,<<USA-ARK077
Lafayette>>,<<Lafayette>>,<<USA-ARK073
Johnson>>,<<Johnson>>,<<USA-ARK071
Natchitoches>>,<<Natchitoches>>,<<USA-LOU069
Morehouse>>,<<Morehouse>>,<<USA-LOU067
Yolo>>,<<Yolo>>,<<USA-CAL113
Madison>>,<<Madison>>,<<USA-LOU065
Jefferson>>,<<Jefferson>>,<<USA-ARK069
Yuba>>,<<Yuba>>,<<USA-CAL115
Livingston>>,<<Livingston>>,<<USA-LOU063
Jackson>>,<<Jackson>>,<<USA-ARK067
Lincoln>>,<<Lincoln>>,<<USA-LOU061
Ventura>>,<<Ventura>>,<<USA-CAL111
Izard>>,<<Izard>>,<<USA-ARK065
Norton>>,<<Norton>>,<<USA-VRG720
Poquoson>>,<<Poquoson>>,<<USA-VRG735
Winchester>>,<<Winchester>>,<<USA-VRG840
Petersburg>>,<<Petersburg>>,<<USA-VRG730
Yakima>>,<<Yakima>>,<<USA-WSH077
Portsmouth>>,<<Portsmouth>>,<<USA-VRG740
Walla Walla>>,<<Walla Walla>>,<<USA-WSH071
Whatcom>>,<<Whatcom>>,<<USA-WSH073
Whitman>>,<<Whitman>>,<<USA-WSH075
Radford>>,<<Radford>>,<<USA-VRG750
Thurston>>,<<Thurston>>,<<USA-WSH067
Stevens>>,<<Stevens>>,<<USA-WSH065
Wahkiakum>>,<<Wahkiakum>>,<<USA-WSH069
Spokane>>,<<Spokane>>,<<USA-WSH063
Snohomish>>,<<Snohomish>>,<<USA-WSH061
Richmond>>,<<Richmond>>,<<USA-VRG760
Salem>>,<<Salem>>,<<USA-VRG775
Roanoke>>,<<Roanoke>>,<<USA-VRG770
Staunton>>,<<Staunton>>,<<USA-VRG790
Kent>>,<<Kent>>,<<USA-RHI003
Bristol>>,<<Bristol>>,<<USA-RHI001
Providence>>,<<Providence>>,<<USA-RHI007
Newport>>,<<Newport>>,<<USA-RHI005
Washington>>,<<Washington>>,<<USA-RHI009
Stanislaus>>,<<Stanislaus>>,<<USA-CAL099
Macon>>,<<Macon>>,<<USA-GEO193
Madison>>,<<Madison>>,<<USA-GEO195
Marion>>,<<Marion>>,<<USA-GEO197
Meriwether>>,<<Meriwether>>,<<USA-GEO199
Adams>>,<<Adams>>,<<USA-PEN001
McIntosh>>,<<McIntosh>>,<<USA-GEO191
Armstrong>>,<<Armstrong>>,<<USA-PEN005
Allegheny>>,<<Allegheny>>,<<USA-PEN003
Bedford>>,<<Bedford>>,<<USA-PEN009
Lowndes>>,<<Lowndes>>,<<USA-GEO185
Beaver>>,<<Beaver>>,<<USA-PEN007
Long>>,<<Long>>,<<USA-GEO183
McDuffie>>,<<McDuffie>>,<<USA-GEO189
Lumpkin>>,<<Lumpkin>>,<<USA-GEO187
Clarion>>,<<Clarion>>,<<USA-PEN031
Clearfield>>,<<Clearfield>>,<<USA-PEN033
Clinton>>,<<Clinton>>,<<USA-PEN035
Columbia>>,<<Columbia>>,<<USA-PEN037
Crawford>>,<<Crawford>>,<<USA-PEN039
Virginia Beach>>,<<Virginia Beach>>,<<USA-VRG810
Cumberland>>,<<Cumberland>>,<<USA-PEN041
Delaware>>,<<Delaware>>,<<USA-PEN045
Dauphin>>,<<Dauphin>>,<<USA-PEN043
Erie>>,<<Erie>>,<<USA-PEN049
Elk>>,<<Elk>>,<<USA-PEN047
Suffolk>>,<<Suffolk>>,<<USA-VRG800
Bradford>>,<<Bradford>>,<<USA-PEN015
Bucks>>,<<Bucks>>,<<USA-PEN017
Berks>>,<<Berks>>,<<USA-PEN011
Blair>>,<<Blair>>,<<USA-PEN013
Williamsburg>>,<<Williamsburg>>,<<USA-VRG830
Butler>>,<<Butler>>,<<USA-PEN019
Newport News>>,<<Newport News>>,<<USA-VRG700
Centre>>,<<Centre>>,<<USA-PEN027
Carbon>>,<<Carbon>>,<<USA-PEN025
Cameron>>,<<Cameron>>,<<USA-PEN023
Cambria>>,<<Cambria>>,<<USA-PEN021
Waynesboro>>,<<Waynesboro>>,<<USA-VRG820
Norfolk>>,<<Norfolk>>,<<USA-VRG710
Chester>>,<<Chester>>,<<USA-PEN029
Roberts>>,<<Roberts>>,<<USA-TEX393
Robertson>>,<<Robertson>>,<<USA-TEX395
Rockwall>>,<<Rockwall>>,<<USA-TEX397
Runnels>>,<<Runnels>>,<<USA-TEX399
Rabun>>,<<Rabun>>,<<USA-GEO241
Jackson>>,<<Jackson>>,<<USA-TEX239
Randolph>>,<<Randolph>>,<<USA-GEO243
Jack>>,<<Jack>>,<<USA-TEX237
Richmond>>,<<Richmond>>,<<USA-GEO245
Merced>>,<<Merced>>,<<USA-CAL047
Irion>>,<<Irion>>,<<USA-TEX235
Rockdale>>,<<Rockdale>>,<<USA-GEO247
Hutchinson>>,<<Hutchinson>>,<<USA-TEX233
Modoc>>,<<Modoc>>,<<USA-CAL049
Schley>>,<<Schley>>,<<USA-GEO249
Mariposa>>,<<Mariposa>>,<<USA-CAL043
Hunt>>,<<Hunt>>,<<USA-TEX231
Mendocino>>,<<Mendocino>>,<<USA-CAL045
Mono>>,<<Mono>>,<<USA-CAL051
Monterey>>,<<Monterey>>,<<USA-CAL053
Screven>>,<<Screven>>,<<USA-GEO251
Jim Hogg>>,<<Jim Hogg>>,<<USA-TEX247
Spalding>>,<<Spalding>>,<<USA-GEO255
Jim Wells>>,<<Jim Wells>>,<<USA-TEX249
Seminole>>,<<Seminole>>,<<USA-GEO253
Madera>>,<<Madera>>,<<USA-CAL039
Jeff Davis>>,<<Jeff Davis>>,<<USA-TEX243
Stewart>>,<<Stewart>>,<<USA-GEO259
Los Angeles>>,<<Los Angeles>>,<<USA-CAL037
Jefferson>>,<<Jefferson>>,<<USA-TEX245
Stephens>>,<<Stephens>>,<<USA-GEO257
Lassen>>,<<Lassen>>,<<USA-CAL035
Jasper>>,<<Jasper>>,<<USA-TEX241
Lake>>,<<Lake>>,<<USA-CAL033
Marin>>,<<Marin>>,<<USA-CAL041
Kern>>,<<Kern>>,<<USA-CAL029
Oglethorpe>>,<<Oglethorpe>>,<<USA-GEO221
Kendall>>,<<Kendall>>,<<USA-TEX259
Pickens>>,<<Pickens>>,<<USA-GEO227
Glenn>>,<<Glenn>>,<<USA-CAL021
Jones>>,<<Jones>>,<<USA-TEX253
Pierce>>,<<Pierce>>,<<USA-GEO229
Humboldt>>,<<Humboldt>>,<<USA-CAL023
Johnson>>,<<Johnson>>,<<USA-TEX251
Paulding>>,<<Paulding>>,<<USA-GEO223
Imperial>>,<<Imperial>>,<<USA-CAL025
Kaufman>>,<<Kaufman>>,<<USA-TEX257
Peach>>,<<Peach>>,<<USA-GEO225
Inyo>>,<<Inyo>>,<<USA-CAL027
Karnes>>,<<Karnes>>,<<USA-TEX255
Kings>>,<<Kings>>,<<USA-CAL031
King>>,<<King>>,<<USA-TEX269
Polk>>,<<Polk>>,<<USA-GEO233
Fresno>>,<<Fresno>>,<<USA-CAL019
Pike>>,<<Pike>>,<<USA-GEO231
Kenedy>>,<<Kenedy>>,<<USA-TEX261
Contra Costa>>,<<Contra Costa>>,<<USA-CAL013
Kent>>,<<Kent>>,<<USA-TEX263
Colusa>>,<<Colusa>>,<<USA-CAL011
Quitman>>,<<Quitman>>,<<USA-GEO239
El Dorado>>,<<El Dorado>>,<<USA-CAL017
Kerr>>,<<Kerr>>,<<USA-TEX265
Putnam>>,<<Putnam>>,<<USA-GEO237
Kimble>>,<<Kimble>>,<<USA-TEX267
Del Norte>>,<<Del Norte>>,<<USA-CAL015
Pulaski>>,<<Pulaski>>,<<USA-GEO235
Kinney>>,<<Kinney>>,<<USA-TEX271
Twiggs>>,<<Twiggs>>,<<USA-GEO289
Santa Cruz>>,<<Santa Cruz>>,<<USA-CAL087
Shasta>>,<<Shasta>>,<<USA-CAL089
Towns>>,<<Towns>>,<<USA-GEO281
Treutlen>>,<<Treutlen>>,<<USA-GEO283
Troup>>,<<Troup>>,<<USA-GEO285
Turner>>,<<Turner>>,<<USA-GEO287
Union>>,<<Union>>,<<USA-GEO291
Solano>>,<<Solano>>,<<USA-CAL095
Sonoma>>,<<Sonoma>>,<<USA-CAL097
Sierra>>,<<Sierra>>,<<USA-CAL091
Siskiyou>>,<<Siskiyou>>,<<USA-CAL093
Harris>>,<<Harris>>,<<USA-TEX201
San Luis Obispo>>,<<San Luis Obispo>>,<<USA-CAL079
San Joaquin>>,<<San Joaquin>>,<<USA-CAL077
Walker>>,<<Walker>>,<<USA-GEO295
Tangipahoa>>,<<Tangipahoa>>,<<USA-LOU105
Haskell>>,<<Haskell>>,<<USA-TEX207
Tensas>>,<<Tensas>>,<<USA-LOU107
Upson>>,<<Upson>>,<<USA-GEO293
Hays>>,<<Hays>>,<<USA-TEX209
St. Mary>>,<<St. Mary>>,<<USA-LOU101
Ware>>,<<Ware>>,<<USA-GEO299
Harrison>>,<<Harrison>>,<<USA-TEX203
St. Tammany>>,<<St. Tammany>>,<<USA-LOU103
Walton>>,<<Walton>>,<<USA-GEO297
Hartley>>,<<Hartley>>,<<USA-TEX205
Terrebonne>>,<<Terrebonne>>,<<USA-LOU109
Santa Clara>>,<<Santa Clara>>,<<USA-CAL085
Santa Barbara>>,<<Santa Barbara>>,<<USA-CAL083
San Mateo>>,<<San Mateo>>,<<USA-CAL081
Riverside>>,<<Riverside>>,<<USA-CAL065
Sacramento>>,<<Sacramento>>,<<USA-CAL067
San Benito>>,<<San Benito>>,<<USA-CAL069
Henderson>>,<<Henderson>>,<<USA-TEX213
Tattnall>>,<<Tattnall>>,<<USA-GEO267
Hemphill>>,<<Hemphill>>,<<USA-TEX211
Taylor>>,<<Taylor>>,<<USA-GEO269
Hill>>,<<Hill>>,<<USA-TEX217
Vermilion>>,<<Vermilion>>,<<USA-LOU113
Talbot>>,<<Talbot>>,<<USA-GEO263
Hidalgo>>,<<Hidalgo>>,<<USA-TEX215
Union>>,<<Union>>,<<USA-LOU111
Taliaferro>>,<<Taliaferro>>,<<USA-GEO265
Washington>>,<<Washington>>,<<USA-LOU117
Hockley>>,<<Hockley>>,<<USA-TEX219
Vernon>>,<<Vernon>>,<<USA-LOU115
Sumter>>,<<Sumter>>,<<USA-GEO261
Webster>>,<<Webster>>,<<USA-LOU119
San Bernardino>>,<<San Bernardino>>,<<USA-CAL071
San Diego>>,<<San Diego>>,<<USA-CAL073
San Francisco>>,<<San Francisco>>,<<USA-CAL075
Nevada>>,<<Nevada>>,<<USA-CAL057
Napa>>,<<Napa>>,<<USA-CAL055
Hood>>,<<Hood>>,<<USA-TEX221
Toombs>>,<<Toombs>>,<<USA-GEO279
West Baton Rouge>>,<<West Baton Rouge>>,<<USA-LOU121
Orange>>,<<Orange>>,<<USA-CAL059
Hopkins>>,<<Hopkins>>,<<USA-TEX223
West Carroll>>,<<West Carroll>>,<<USA-LOU123
Tift>>,<<Tift>>,<<USA-GEO277
Houston>>,<<Houston>>,<<USA-TEX225
West Feliciana>>,<<West Feliciana>>,<<USA-LOU125
Thomas>>,<<Thomas>>,<<USA-GEO275
Howard>>,<<Howard>>,<<USA-TEX227
Winn>>,<<Winn>>,<<USA-LOU127
Terrell>>,<<Terrell>>,<<USA-GEO273
Hudspeth>>,<<Hudspeth>>,<<USA-TEX229
Telfair>>,<<Telfair>>,<<USA-GEO271
Plumas>>,<<Plumas>>,<<USA-CAL063
Placer>>,<<Placer>>,<<USA-CAL061
Rutherford>>,<<Rutherford>>,<<USA-NCR161
Rowan>>,<<Rowan>>,<<USA-NCR159
Robeson>>,<<Robeson>>,<<USA-NCR155
Rockingham>>,<<Rockingham>>,<<USA-NCR157
Randolph>>,<<Randolph>>,<<USA-NCR151
Richmond>>,<<Richmond>>,<<USA-NCR153
Polk>>,<<Polk>>,<<USA-NCR149
Pitt>>,<<Pitt>>,<<USA-NCR147
Person>>,<<Person>>,<<USA-NCR145
Perquimans>>,<<Perquimans>>,<<USA-NCR143
Pender>>,<<Pender>>,<<USA-NCR141
Vance>>,<<Vance>>,<<USA-NCR181
Wake>>,<<Wake>>,<<USA-NCR183
Adams>>,<<Adams>>,<<USA-WSH001
Asotin>>,<<Asotin>>,<<USA-WSH003
Benton>>,<<Benton>>,<<USA-WSH005
Martinsville>>,<<Martinsville>>,<<USA-VRG690
Chelan>>,<<Chelan>>,<<USA-WSH007
Clallam>>,<<Clallam>>,<<USA-WSH009
Swain>>,<<Swain>>,<<USA-NCR173
Transylvania>>,<<Transylvania>>,<<USA-NCR175
Tyrrell>>,<<Tyrrell>>,<<USA-NCR177
Union>>,<<Union>>,<<USA-NCR179
Surry>>,<<Surry>>,<<USA-NCR171
Columbia>>,<<Columbia>>,<<USA-WSH013
Manassas>>,<<Manassas>>,<<USA-VRG683
Clark>>,<<Clark>>,<<USA-WSH011
Manassas Park>>,<<Manassas Park>>,<<USA-VRG685
Douglas>>,<<Douglas>>,<<USA-WSH017
Lynchburg>>,<<Lynchburg>>,<<USA-VRG680
Cowlitz>>,<<Cowlitz>>,<<USA-WSH015
Ferry>>,<<Ferry>>,<<USA-WSH019
Scotland>>,<<Scotland>>,<<USA-NCR165
Sampson>>,<<Sampson>>,<<USA-NCR163
Stokes>>,<<Stokes>>,<<USA-NCR169
Stanly>>,<<Stanly>>,<<USA-NCR167
Grant>>,<<Grant>>,<<USA-WSH025
Grays Harbor>>,<<Grays Harbor>>,<<USA-WSH027
Franklin>>,<<Franklin>>,<<USA-WSH021
Garfield>>,<<Garfield>>,<<USA-WSH023
Montgomery>>,<<Montgomery>>,<<USA-GEO209
Carson City>>,<<Carson City>>,<<USA-NEV510
Amador>>,<<Amador>>,<<USA-CAL005
Yancey>>,<<Yancey>>,<<USA-NCR199
Alpine>>,<<Alpine>>,<<USA-CAL003
Miller>>,<<Miller>>,<<USA-GEO201
Alameda>>,<<Alameda>>,<<USA-CAL001
Monroe>>,<<Monroe>>,<<USA-GEO207
Wilson>>,<<Wilson>>,<<USA-NCR195
Mitchell>>,<<Mitchell>>,<<USA-GEO205
Yadkin>>,<<Yadkin>>,<<USA-NCR197
Calaveras>>,<<Calaveras>>,<<USA-CAL009
Island>>,<<Island>>,<<USA-WSH029
Butte>>,<<Butte>>,<<USA-CAL007
Klickitat>>,<<Klickitat>>,<<USA-WSH039
Kittitas>>,<<Kittitas>>,<<USA-WSH037
Kitsap>>,<<Kitsap>>,<<USA-WSH035
King>>,<<King>>,<<USA-WSH033
Wilkes>>,<<Wilkes>>,<<USA-NCR193
Jefferson>>,<<Jefferson>>,<<USA-WSH031
Wayne>>,<<Wayne>>,<<USA-NCR191
Murray>>,<<Murray>>,<<USA-GEO213
Muscogee>>,<<Muscogee>>,<<USA-GEO215
Watauga>>,<<Watauga>>,<<USA-NCR189
Newton>>,<<Newton>>,<<USA-GEO217
Washington>>,<<Washington>>,<<USA-NCR187
Oconee>>,<<Oconee>>,<<USA-GEO219
Warren>>,<<Warren>>,<<USA-NCR185
Morgan>>,<<Morgan>>,<<USA-GEO211
Lincoln>>,<<Lincoln>>,<<USA-WSH043
Mason>>,<<Mason>>,<<USA-WSH045
Okanogan>>,<<Okanogan>>,<<USA-WSH047
Pacific>>,<<Pacific>>,<<USA-WSH049
Lewis>>,<<Lewis>>,<<USA-WSH041
Skagit>>,<<Skagit>>,<<USA-WSH057
San Juan>>,<<San Juan>>,<<USA-WSH055
Skamania>>,<<Skamania>>,<<USA-WSH059
Pierce>>,<<Pierce>>,<<USA-WSH053
Pend Oreille>>,<<Pend Oreille>>,<<USA-WSH051
Somerset>>,<<Somerset>>,<<USA-MRY039
Chase>>,<<Chase>>,<<USA-KAN017
St. Mary's>>,<<St. Mary's>>,<<USA-MRY037
Butler>>,<<Butler>>,<<USA-KAN015
Brown>>,<<Brown>>,<<USA-KAN013
Bourbon>>,<<Bourbon>>,<<USA-KAN011
Montgomery>>,<<Montgomery>>,<<USA-MRY031
Queen Anne's>>,<<Queen Anne's>>,<<USA-MRY035
Prince George's>>,<<Prince George's>>,<<USA-MRY033
Franklin>>,<<Franklin>>,<<USA-VRG620
Chautauqua>>,<<Chautauqua>>,<<USA-KAN019
Worcester>>,<<Worcester>>,<<USA-MRY047
Clark>>,<<Clark>>,<<USA-KAN025
Clay>>,<<Clay>>,<<USA-KAN027
Cherokee>>,<<Cherokee>>,<<USA-KAN021
Cheyenne>>,<<Cheyenne>>,<<USA-KAN023
Talbot>>,<<Talbot>>,<<USA-MRY041
Washington>>,<<Washington>>,<<USA-MRY043
Wicomico>>,<<Wicomico>>,<<USA-MRY045
Fredericksburg>>,<<Fredericksburg>>,<<USA-VRG630
Cloud>>,<<Cloud>>,<<USA-KAN029
Aitkin>>,<<Aitkin>>,<<USA-MNN001
Fairfax>>,<<Fairfax>>,<<USA-VRG600
Anoka>>,<<Anoka>>,<<USA-MNN003
Becker>>,<<Becker>>,<<USA-MNN005
Beltrami>>,<<Beltrami>>,<<USA-MNN007
Benton>>,<<Benton>>,<<USA-MNN009
Falls Church>>,<<Falls Church>>,<<USA-VRG610
Big Stone>>,<<Big Stone>>,<<USA-MNN011
Allen>>,<<Allen>>,<<USA-KAN001
Anderson>>,<<Anderson>>,<<USA-KAN003
Brown>>,<<Brown>>,<<USA-MNN015
Atchison>>,<<Atchison>>,<<USA-KAN005
Blue Earth>>,<<Blue Earth>>,<<USA-MNN013
Carver>>,<<Carver>>,<<USA-MNN019
Carlton>>,<<Carlton>>,<<USA-MNN017
Barber>>,<<Barber>>,<<USA-KAN007
Barton>>,<<Barton>>,<<USA-KAN009
Johnston>>,<<Johnston>>,<<USA-NCR101
Clearwater>>,<<Clearwater>>,<<USA-MNN029
Jones>>,<<Jones>>,<<USA-NCR103
Lee>>,<<Lee>>,<<USA-NCR105
Chisago>>,<<Chisago>>,<<USA-MNN025
Lenoir>>,<<Lenoir>>,<<USA-NCR107
Clay>>,<<Clay>>,<<USA-MNN027
Lincoln>>,<<Lincoln>>,<<USA-NCR109
Cass>>,<<Cass>>,<<USA-MNN021
Chippewa>>,<<Chippewa>>,<<USA-MNN023
Harrisonburg>>,<<Harrisonburg>>,<<USA-VRG660
Macon>>,<<Macon>>,<<USA-NCR113
Dodge>>,<<Dodge>>,<<USA-MNN039
Allegany>>,<<Allegany>>,<<USA-MRY001
McDowell>>,<<McDowell>>,<<USA-NCR111
Dakota>>,<<Dakota>>,<<USA-MNN037
Martin>>,<<Martin>>,<<USA-NCR117
Anne Arundel>>,<<Anne Arundel>>,<<USA-MRY003
Crow Wing>>,<<Crow Wing>>,<<USA-MNN035
Madison>>,<<Madison>>,<<USA-NCR115
Baltimore>>,<<Baltimore>>,<<USA-MRY005
Cottonwood>>,<<Cottonwood>>,<<USA-MNN033
Cook>>,<<Cook>>,<<USA-MNN031
Mecklenburg>>,<<Mecklenburg>>,<<USA-NCR119
Calvert>>,<<Calvert>>,<<USA-MRY009
Lexington>>,<<Lexington>>,<<USA-VRG678
Douglas>>,<<Douglas>>,<<USA-MNN041
Hopewell>>,<<Hopewell>>,<<USA-VRG670
Montgomery>>,<<Montgomery>>,<<USA-NCR123
Carroll>>,<<Carroll>>,<<USA-MRY013
Caroline>>,<<Caroline>>,<<USA-MRY011
Moore>>,<<Moore>>,<<USA-NCR125
Mitchell>>,<<Mitchell>>,<<USA-NCR121
Faribault>>,<<Faribault>>,<<USA-MNN043
Dorchester>>,<<Dorchester>>,<<USA-MRY019
Fillmore>>,<<Fillmore>>,<<USA-MNN045
Nash>>,<<Nash>>,<<USA-NCR127
Charles>>,<<Charles>>,<<USA-MRY017
Freeborn>>,<<Freeborn>>,<<USA-MNN047
New Hanover>>,<<New Hanover>>,<<USA-NCR129
Cecil>>,<<Cecil>>,<<USA-MRY015
Goodhue>>,<<Goodhue>>,<<USA-MNN049
Grant>>,<<Grant>>,<<USA-MNN051
Galax>>,<<Galax>>,<<USA-VRG640
Frederick>>,<<Frederick>>,<<USA-MRY021
Orange>>,<<Orange>>,<<USA-NCR135
Garrett>>,<<Garrett>>,<<USA-MRY023
Onslow>>,<<Onslow>>,<<USA-NCR133
Northampton>>,<<Northampton>>,<<USA-NCR131
Houston>>,<<Houston>>,<<USA-MNN055
Kent>>,<<Kent>>,<<USA-MRY029
Hennepin>>,<<Hennepin>>,<<USA-MNN053
Isanti>>,<<Isanti>>,<<USA-MNN059
Pasquotank>>,<<Pasquotank>>,<<USA-NCR139
Harford>>,<<Harford>>,<<USA-MRY025
Hubbard>>,<<Hubbard>>,<<USA-MNN057
Pamlico>>,<<Pamlico>>,<<USA-NCR137
Howard>>,<<Howard>>,<<USA-MRY027
Jackson>>,<<Jackson>>,<<USA-MNN063
Hampton>>,<<Hampton>>,<<USA-VRG650
Itasca>>,<<Itasca>>,<<USA-MNN061
Lac qui Parle>>,<<Lac qui Parle>>,<<USA-MNN073
DeKalb>>,<<DeKalb>>,<<USA-MOS063
Koochiching>>,<<Koochiching>>,<<USA-MNN071
Dent>>,<<Dent>>,<<USA-MOS065
Daviess>>,<<Daviess>>,<<USA-MOS061
Dallas>>,<<Dallas>>,<<USA-MOS059
Kittson>>,<<Kittson>>,<<USA-MNN069
Kandiyohi>>,<<Kandiyohi>>,<<USA-MNN067
Crawford>>,<<Crawford>>,<<USA-MOS055
Kanabec>>,<<Kanabec>>,<<USA-MNN065
Dade>>,<<Dade>>,<<USA-MOS057
Cooper>>,<<Cooper>>,<<USA-MOS053
Lyon>>,<<Lyon>>,<<USA-MNN083
McLeod>>,<<McLeod>>,<<USA-MNN085
Cole>>,<<Cole>>,<<USA-MOS051
Lincoln>>,<<Lincoln>>,<<USA-MNN081
Le Sueur>>,<<Le Sueur>>,<<USA-MNN079
Clinton>>,<<Clinton>>,<<USA-MOS049
Lake>>,<<Lake>>,<<USA-MNN075
Clay>>,<<Clay>>,<<USA-MOS047
Lake of the Woods>>,<<Lake of the Woods>>,<<USA-MNN077
Clark>>,<<Clark>>,<<USA-MOS045
Harrison>>,<<Harrison>>,<<USA-MOS081
Martin>>,<<Martin>>,<<USA-MNN091
Henry>>,<<Henry>>,<<USA-MOS083
Mille Lacs>>,<<Mille Lacs>>,<<USA-MNN095
Hickory>>,<<Hickory>>,<<USA-MOS085
Meeker>>,<<Meeker>>,<<USA-MNN093
Holt>>,<<Holt>>,<<USA-MOS087
Marshall>>,<<Marshall>>,<<USA-MNN089
Greene>>,<<Greene>>,<<USA-MOS077
